CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
50CL04,34,0,8,0,0,0,Departamental,-75.351769,4.968517,-75.352397,4.945434,2411.4,6616.35,5048.72,9281.34,17262.46,18152.32,58,5149,Departamental,0
23VL13-6,138,28,85,0,0,0,Departamental,-76.034456,4.965892,-76.036432,4.968915,437.17,1306.58,970.49,1756.08,3281.25,3449.71,491,5150,Departamental,0
25718,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.427408,4.958145,-74.431988,4.968933,1098.8,2952.45,2373.04,4053.56,6604.34,6888.27,665000,5151,Vía Municipal,0
"25658
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.288674,4.964355,-74.289005,4.969137,492.73,1323.94,1064.12,1817.71,2961.54,3088.86,665000,5152,Vía Municipal,0
56BY06,96,10,8,6,0,0,Departamental,-73.321454,4.958312,-73.316696,4.969769,1649.61,5398.45,3882.17,6945.74,13044.97,13711.64,179,5153,Departamental,0
"25658
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.289005,4.969137,-74.286708,4.970319,221.24,594.48,477.81,816.19,1329.79,1386.96,665000,5154,Vía Municipal,0
15325,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.490815,4.965019,-73.485676,4.970409,998.1,2681.88,2155.57,3682.08,5999.1,6257.02,665000,5155,Vía Municipal,0
45CN04,25,10,24,5,0,0,Colectora Departamental,-74.716129,4.947876,-74.5864,4.96423,19811.28,59210.41,43979.56,79580.28,148696.34,156330.38,152,5156,Colectora Departamental,0
D1542505,162,21,57,12,3,2,Departamental,-73.314777,4.97033,-73.286048,4.963872,3966.15,10060.86,7901.68,13682.46,23804.57,24853.53,480,5157,Departamental,0
15022,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.378062,4.96774,-73.380336,4.970531,370.77,1080.65,840.26,1415.25,2342.92,2444.66,665000,5158,Vía Municipal,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.38515,4.970219,-73.40674,4.97102,6408.62,19153.58,14226.65,25742.9,48100.79,50570.28,48,5159,Departamental,0
303,9,0,2,0,0,0,Departamental,-75.741764,4.948283,-75.792872,4.960555,8597.56,25695.72,19085.94,34535.69,64530.19,67843.16,15,5160,Departamental,0
15022,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.380336,4.970531,-73.38025,4.971758,106.1,309.25,240.45,405,670.47,699.58,665000,5161,Vía Municipal,0
29CL09,135,7,22,2,1,1,Departamental,-75.499167,4.971792,-75.349829,4.894512,41868.48,125133.24,92944.88,168182.22,314249.71,330383.24,244,5162,Departamental,0
29CL09-1,135,7,22,2,1,1,Departamental,-75.499167,4.971792,-75.497113,4.968255,488.69,1460.56,1084.86,1963.03,3667.94,3856.25,244,5163,Departamental,0
49747,162,21,57,12,3,2,Departamental,-73.40674,4.97102,-73.450182,4.900476,11989.74,33282.27,25447.16,43375.33,77515.62,81241.25,480,5164,Departamental,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.318069,4.972346,-73.314777,4.97033,375.51,1008.99,810.98,1385.3,2257.02,2354.06,665000,5165,Vía Municipal,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.380336,4.970531,-73.38515,4.970219,624.07,1865.18,1385.39,2506.85,4684.06,4924.54,48,5166,Departamental,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.319186,4.972883,-73.318069,4.972346,116.82,313.88,252.28,430.94,702.13,732.31,665000,5167,Vía Municipal,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.316696,4.969769,-73.320503,4.973001,589.13,1582.98,1272.33,2173.35,3540.97,3693.21,665000,5168,Vía Municipal,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.320503,4.973001,-73.319186,4.972883,112.05,301.07,241.98,413.35,673.46,702.41,665000,5169,Vía Municipal,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.318069,4.972346,-73.3157,4.973161,235.66,633.2,508.94,869.35,1416.41,1477.3,665000,5170,Vía Municipal,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.321611,4.973227,-73.320503,4.973001,95.85,257.55,207,353.6,576.11,600.88,665000,5171,Vía Municipal,0
15325,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.485676,4.970409,-73.486259,4.973571,360.94,969.83,779.5,1331.52,2169.41,2262.68,665000,5172,Vía Municipal,0
56CN12,200,50,100,100,50,25,Colectora Departamental,-74.072173,4.957489,-74.064749,4.97381,1739.69,4395.89,3469.38,5988.94,10618.11,11128.02,1450,5173,Colectora Departamental,0
56CN12,200,50,100,100,50,25,Colectora Departamental,-74.071207,4.974128,-74.079872,4.960045,1666.61,4227.65,3320.35,5749.48,10002.87,10443.66,1450,5174,Colectora Departamental,0
55CN02,550,100,200,100,50,50,Troncal Departamental,-73.815319,4.974158,-73.820553,4.942167,3637.74,10153.3,7845.42,13263.33,22234.54,23205.54,2400,5175,Troncal Departamental,0
55CN02-3,300,36,30,40,20,0,Colectora Departamental,-73.815319,4.974158,-73.815845,4.956675,2466.17,7370.71,5474.72,9906.42,18510.21,19460.52,776,5176,Colectora Departamental,0
56CN12,200,50,100,100,50,25,Colectora Departamental,-74.064749,4.97381,-74.071207,4.974128,680.56,1897.05,1445.06,2467.84,4330.02,4521.14,1450,5177,Colectora Departamental,0
15425,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.320206,4.97537,-73.319186,4.972883,315.16,846.84,680.65,1162.67,1894.3,1975.74,665000,5178,Vía Municipal,0
"25658
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.289005,4.969137,-74.291773,4.976036,657.69,1767.2,1420.39,2426.27,3953.06,4123.01,665000,5179,Vía Municipal,0
49600,162,21,57,12,3,2,Departamental,-73.501402,4.957806,-73.52615,4.976145,5933.65,16471.19,12593.65,21466.19,38362.01,40205.8,480,5180,Departamental,0
56BY05,26,3,10,0,0,0,Departamental,-73.330848,4.9757,-73.321611,4.973227,1531.53,4251.38,3250.55,5540.64,9901.62,10377.52,67,5181,Departamental,0
17030,135,7,22,2,1,1,Departamental,-75.588402,4.978126,-75.587081,4.93165,6824.26,20395.83,15149.35,27412.5,51220.46,53850.11,244,5182,Departamental,0
5008,7742,5679,2805,197,52,40,Primer Orden,-74.311263,4.977782,-74.293652,4.948593,4308.97,10930.47,8584.66,14865.11,25862.13,27001.76,37282,5183,Primer Orden,946
50CN13,50,24,20,5,0,0,Troncal Departamental,-74.38169,4.949038,-74.426835,4.958492,9461.93,24001.89,18850.8,32641.84,56789.87,59292.35,214,5184,Troncal Departamental,0
50CN13-2,7,2,5,0,0,0,Colectora Departamental,-74.431988,4.968933,-74.430387,4.97884,1482.02,4113.94,3145.46,5361.52,9581.52,10042.04,29,5185,Colectora Departamental,0
56CN10,1272,287,562,22,0,10,Troncal Departamental,-74.311263,4.977782,-74.291773,4.976036,2717.9,6894.44,5414.81,9376.23,16312.65,17031.47,4101,5186,Troncal Departamental,0
"25658
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.291773,4.976036,-74.290761,4.979795,413.42,1110.85,892.85,1525.13,2484.86,2591.69,665000,5187,Vía Municipal,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.435327,4.980783,-73.478182,4.95379,6755.3,18752.01,14337.53,24438.68,43674.12,45773.22,48,5188,Departamental,0
5008A,250,50,150,50,50,25,Troncal Departamental,-74.437818,4.966168,-74.439823,4.979987,1868.71,4771.88,11445.84,19599.18,32368.68,33781.35,1450,5189,Troncal Departamental,0
29CL01-1,120,2,10,0,0,0,Departamental,-75.697322,4.979278,-75.714667,4.96496,3679.48,12041.3,8659.23,15492.54,29096.93,30583.94,157,5190,Departamental,0
17288,17,8,20,0,0,0,Departamental,-75.814953,4.981912,-75.861715,4.935471,10004.2,29899.77,22208.57,40186.04,75087.91,78942.91,105,5191,Departamental,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.434442,4.982626,-73.435327,4.980783,190.47,528.73,404.26,689.07,1231.43,1290.61,48,5192,Departamental,0
50RS01,369,184,549,131,13,19,Segundo Orden,-75.902366,4.983614,-75.904004,4.92942,5489.92,13872.05,10948.3,18899.22,33507.47,35116.58,3344,5193,Segundo Orden,839
5501,11712,3371,2914,584,358,879,Primer Orden,-73.903059,4.968367,-73.881584,4.984199,2452.98,6222.41,4887.01,8462.29,14722.59,15371.35,40774,5194,Primer Orden,913
17030,135,7,22,2,1,1,Departamental,-75.592737,4.98452,-75.588402,4.978126,909.59,2718.53,2019.23,3653.77,6827.09,7177.59,244,5195,Departamental,0
49748,162,21,57,12,3,2,Departamental,-73.437419,4.985056,-73.478182,4.95379,6306.73,17506.81,13385.46,22815.86,40774,42733.72,480,5196,Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.608375,4.965912,-75.602446,4.985113,1822,4895.66,3934.9,6721.49,10951.12,11421.94,665000,5197,Vía Municipal,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.602446,4.985113,-75.592737,4.98452,893.72,2401.39,1930.13,3296.99,5371.69,5602.63,665000,5198,Vía Municipal,0
50CN16,25,4,10,2,0,0,Colectora Departamental,-74.286708,4.970319,-74.247482,4.985154,4895.09,13588.25,10389.39,17708.98,31647.54,33168.61,77,5199,Colectora Departamental,0
15761,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.431764,4.9852,-73.434442,4.982626,374.54,1091.64,848.8,1429.64,2366.75,2469.52,665000,5200,Vía Municipal,0
29RSC,5259,695,1008,176,111,384,Primer Orden,-75.628267,4.914447,-75.617989,4.955525,3897.87,9887.65,7765.65,13446.91,23394.76,24425.66,13895,5201,Primer Orden,1181
15761,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.430994,4.985891,-73.431764,4.9852,103.87,302.73,235.39,396.47,656.34,684.84,665000,5202,Vía Municipal,0
15761,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.431764,4.9852,-73.437419,4.985056,658.92,1920.51,1493.28,2515.15,4163.78,4344.59,665000,5203,Vía Municipal,0
50CN15,20,4,14,3,0,0,Colectora Departamental,-74.326204,4.986442,-74.307165,4.934967,12849.06,38402.27,28523.95,51613.62,96440.42,101391.66,88,5204,Colectora Departamental,0
"25402
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.326204,4.986442,-74.325291,4.985141,135.18,363.23,291.95,498.69,812.5,847.44,665000,5205,Vía Municipal,0
85300-5A,200,50,100,50,50,25,Departamental,-73.008928,4.884357,-73.025263,4.986554,18998.92,52959.05,40341.17,68893.63,120879.3,126214.86,1250,5206,Departamental,0
15761,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.429097,4.986646,-73.430994,4.985891,212.86,620.4,482.39,812.49,1345.07,1403.48,665000,5207,Vía Municipal,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.427867,4.986947,-73.429097,4.986646,139.25,416.17,309.11,559.34,1045.13,1098.78,48,5208,Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.602446,4.985113,-75.606038,4.98744,414.66,1114.18,895.53,1529.71,2492.32,2599.47,665000,5209,Vía Municipal,0
565,29,0,2,0,0,0,Departamental,-75.902366,4.983614,-75.910672,4.987633,3278.94,9799.84,7279,13171.23,24610.55,25874.05,35,5210,Departamental,0
565,29,0,2,0,0,0,Departamental,-75.910672,4.987633,-75.910672,4.987633,0.13,0.38,0.28,0.51,0.95,1,35,5211,Departamental,0
17088,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.81304,4.987663,-75.814953,4.981912,533.45,1554.8,1208.93,2036.2,3370.9,3517.27,665000,5212,Vía Municipal,0
15761,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.430104,4.98828,-73.430994,4.985891,331.64,966.62,751.59,1265.91,2095.69,2186.69,665000,5213,Vía Municipal,0
55CN02-2-1,40,10,15,5,0,0,Colectora Departamental,-73.790852,4.946098,-73.751969,4.988869,7317.57,20397.55,15537.69,26534.87,46557.52,48612.55,140,5214,Colectora Departamental,0
56CN10,1272,287,562,22,0,10,Troncal Departamental,-74.290761,4.979795,-74.289409,4.988891,1081.52,2761.75,2208.11,3781.04,6244.51,6517.04,4101,5215,Troncal Departamental,0
50CN11-2,7,2,5,0,0,0,Colectora Departamental,-74.489164,4.989672,-74.504097,4.9729,2833.87,8469.66,6290.98,11383.43,21270.02,22362.02,29,5216,Colectora Departamental,0
50CN02,82,20,19,0,0,0,Colectora Departamental,-74.489164,4.989672,-74.487462,4.94818,6707.08,17013.72,15366.7255,26608.861,46293.756,48333.718,209,5217,Colectora Departamental,0
38VC03,200,50,100,50,50,25,Departamental,-69.768928,4.731611,-69.405375,4.989802,49110.65,146778.07,109021.95,197273.42,368606.81,387531.02,1250,5218,Departamental,0
455,26,4,6,0,0,0,Departamental,-75.962147,4.962751,-75.943643,4.990172,5046.37,15082.19,11202.56,20270.85,37876.22,39820.78,58,5219,Departamental,0
516,26,2,4,0,0,0,Departamental,-76.004553,4.990408,-76.020571,4.966992,3436.04,10269.37,7627.75,13802.29,25789.68,27113.72,45,5220,Departamental,0
519,26,2,4,0,0,0,Departamental,-76.004553,4.990408,-75.98661,4.943577,8322.25,24872.9,18474.78,33429.8,62463.83,65670.71,45,5221,Departamental,0
38VC04,200,50,100,50,50,25,Departamental,-69.405375,4.989802,-68.951771,4.723042,63893.77,190960.69,141839.36,256655.97,479563.55,504184.27,1250,5222,Departamental,0
56BY05,26,3,10,0,0,0,Departamental,-73.3157,4.973161,-73.275567,4.989274,6646.39,18526.66,14112.55,24101.06,42287.2,44153.74,67,5223,Departamental,0
50CN02,82,20,19,0,0,0,Colectora Departamental,-74.489321,4.991133,-74.489164,4.989672,148.6,407.71,311.11,571.94,1063.75,1118.58,209,5224,Colectora Departamental,0
45A04,25459,4238,4077,1022,647,1222,Primer Orden,-74.014535,4.950881,-74.003925,4.991488,3966.38,10061.44,7111.917,12314.925,21425.346,22369.473,65956,5225,Primer Orden,13
D1532501,162,21,57,12,3,2,Departamental,-73.501402,4.957806,-73.511615,4.991826,4328.44,12015.3,9186.73,15659.02,27984.08,29329.08,480,5226,Departamental,0
49612,162,21,57,12,3,2,Departamental,-73.501402,4.957806,-73.511615,4.991826,5315.94,14756.48,11282.6,19231.47,34368.37,36020.22,480,5227,Departamental,0
25295,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.881584,4.984199,-73.873583,4.991834,926.16,2488.57,2000.2,3416.68,5566.7,5806.02,665000,5228,Vía Municipal,0
50CN11-1,13,6,5,0,0,0,Colectora Departamental,-74.489321,4.991133,-74.517748,4.971984,4963.41,13835.39,10539.01,17998.25,31579.35,32973.24,49,5229,Colectora Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.618279,4.985612,-75.614136,4.992549,679.93,1826.95,1468.41,2508.3,4086.7,4262.4,665000,5230,Vía Municipal,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.606038,4.98744,-75.614136,4.992549,818.16,2198.38,1766.95,3018.25,4917.55,5128.97,665000,5231,Vía Municipal,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.40674,4.97102,-73.406235,4.992741,3068.7,9171.49,6812.28,12326.71,23032.55,24215.03,48,5232,Departamental,0
56BY07,19,0,3,2,0,0,Departamental,-73.364865,4.992839,-73.346821,4.964529,6073.71,18152.62,13483.17,24397.58,45587.05,47927.49,36,5233,Departamental,0
5501,11712,3371,2914,584,358,879,Primer Orden,-73.881584,4.984199,-73.877023,4.993246,944.08,2394.83,1880.87,3256.9,5666.31,5916,40774,5234,Primer Orden,913
25295,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.873583,4.991834,-73.877023,4.993246,314.61,845.36,679.46,1160.63,1890.98,1972.28,665000,5235,Vía Municipal,0
5008,7742,5679,2805,197,52,40,Primer Orden,-74.325291,4.985141,-74.311263,4.977782,4129.2,10474.46,8226.52,14244.95,24783.18,25875.27,37282,5236,Primer Orden,946
D1532501,162,21,57,12,3,2,Departamental,-73.511615,4.991826,-73.515672,4.993611,435.97,1210.22,925.32,1577.23,2818.65,2954.12,480,5237,Departamental,0
516,26,2,4,0,0,0,Departamental,-76.003849,4.994176,-76.004553,4.990408,440.84,1317.54,978.63,1770.81,3308.76,3478.64,45,5238,Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.606038,4.98744,-75.602551,4.994473,659.07,1770.9,1423.36,2431.35,3961.33,4131.63,665000,5239,Vía Municipal,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.602551,4.994473,-75.600107,4.989797,479.8,1289.22,1036.22,1770.04,2883.87,3007.85,665000,5240,Vía Municipal,0
56CN12,200,50,100,100,50,25,Colectora Departamental,-74.028501,4.994788,-74.064749,4.97381,5657.25,15769.44,12012.25,20514.23,35993.82,37582.58,1450,5241,Colectora Departamental,0
45ACN05-1,100,24,10,2,0,0,Colectora Departamental,-74.028501,4.994788,-74.032947,4.981208,1473.98,4108.67,3129.75,5344.91,9378.07,9792.01,222,5242,Colectora Departamental,0
56BY04-1,24,0,8,0,0,0,Departamental,-73.406235,4.992741,-73.427867,4.986947,2787.5,8331.06,6188.04,11197.15,20921.96,21996.09,48,5243,Departamental,0
55CN09,20,6,5,0,0,0,Colectora Departamental,-73.913346,4.96839,-73.925823,4.995097,3073.93,8434.21,6435.86,11831.4,22005.35,23139.71,56,5244,Colectora Departamental,0
D1542501,162,21,57,12,3,2,Departamental,-73.275567,4.989274,-73.229587,4.993834,7503.51,20828.95,15925.53,27145.46,48511.39,50842.99,480,5245,Departamental,0
56BY04,41,8,13,3,0,0,Departamental,-73.38025,4.971758,-73.364865,4.992839,4666.23,13007,9907.99,16920.61,29688.55,30998.99,120,5246,Departamental,0
29CL01-1,120,2,10,0,0,0,Departamental,-75.629378,4.993658,-75.697322,4.979278,10581.38,34628.15,24902.04,44553.16,83676.41,87952.72,157,5247,Departamental,0
5008A,250,50,150,50,50,25,Troncal Departamental,-74.439823,4.979987,-74.469677,4.996286,4258.39,10874.11,34776.88,59549.92,98348.6,102640.8,1450,5248,Troncal Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.614136,4.992549,-75.600951,4.996318,1335.6,3588.72,2884.45,4927.13,8027.63,8372.75,665000,5249,Vía Municipal,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.602551,4.994473,-75.600951,4.996318,205.54,552.27,443.89,758.24,1235.38,1288.5,665000,5250,Vía Municipal,0
"25402
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.339282,4.996763,-74.34082,4.995957,174.46,468.76,376.77,643.59,1048.58,1093.66,665000,5251,Vía Municipal,0
304,35,2,3,0,0,0,Departamental,-75.741512,4.948112,-75.743891,4.99696,6215.59,18576.68,13798.15,24967.53,46652,49047.11,51,5252,Departamental,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.600951,4.996318,-75.598358,4.997371,233.97,628.67,505.3,863.14,1406.28,1466.74,665000,5253,Vía Municipal,0
17174,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.614136,4.992549,-75.616647,4.997579,542.93,1458.83,1172.54,2002.9,3263.27,3403.57,665000,5254,Vía Municipal,0
2902,6480,742,1635,631,338,905,Primer Orden,-75.600107,4.989797,-75.572533,4.99847,3946.94,10012.11,7863.39,13616.17,23689.24,24733.12,22721,5255,Primer Orden,338
50CN13,50,24,20,5,0,0,Troncal Departamental,-74.34082,4.995957,-74.38169,4.949038,10949.57,27775.54,21814.58,37773.89,65718.54,68614.47,214,5256,Troncal Departamental,0
524,3,0,0,0,0,0,Departamental,-76.020571,4.966992,-76.026646,4.999272,5984.23,17885.2,13284.54,24038.16,44915.48,47221.43,3,5257,Departamental,0
50CN45-3-1,75,8,20,0,0,0,Colectora Departamental,-73.545991,4.999279,-73.540375,4.977947,3099.64,9263.97,6880.97,12451,23264.79,24459.2,163,5258,Colectora Departamental,0
50CN45-3,15,4,6,2,0,0,Colectora Departamental,-73.545991,4.999279,-73.52615,4.976145,3645.74,10162.41,7741.14,13220.12,23195.74,24219.59,55,5259,Colectora Departamental,0
17088,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.81304,4.987663,-75.808713,4.999312,1066.59,3108.73,2417.18,4071.27,6739.92,7032.58,665000,5260,Vía Municipal,0
29CL01-1,120,2,10,0,0,0,Departamental,-75.616647,4.997579,-75.619322,4.999194,318.6,1042.64,749.79,1341.47,2519.45,2648.21,157,5261,Departamental,0
56CN10,1272,287,562,22,0,10,Troncal Departamental,-74.289409,4.988891,-74.282679,4.999409,1312.66,3351.96,2680,4589.08,7579.02,7909.79,4101,5262,Troncal Departamental,0
50CN02,82,20,19,0,0,0,Colectora Departamental,-74.482976,4.999544,-74.489321,4.991133,1267.79,3478.53,3052.5025,5611.586,10437.055,10975.071,209,5263,Colectora Departamental,0
29CL01-1,120,2,10,0,0,0,Departamental,-75.619322,4.999194,-75.629378,4.993658,1915.87,6269.78,4508.77,8066.81,15150.47,15924.74,157,5264,Departamental,0
55CN01,3354,1387,1530,678,214,609,Primer Orden,-73.963955,4.964809,-73.976533,5.00198,4147.91,10521.93,8263.8,14309.5,24895.48,25992.52,19626,5265,Primer Orden,64
50RS01-2,825,10,62,14,0,0,Departamental,-75.967735,4.964259,-75.984487,5.002294,5278.8,15776.86,11718.54,21204.5,39620.76,41654.88,1102,5266,Departamental,0
50CN19-1,30,4,20,5,0,0,Colectora Departamental,-74.176472,4.932739,-74.182191,5.002689,8912.24,26636.22,19784.51,35799.74,66892.08,70326.31,124,5267,Colectora Departamental,0
55CN02-2,300,36,30,40,20,0,Colectora Departamental,-73.743575,5.002742,-73.719769,4.998799,2426.19,6762.96,5151.63,8797.83,15436.48,16117.84,776,5268,Colectora Departamental,0
5501,10737,2844,3458,593,529,1751,Primer Orden,-73.877023,4.993246,-73.864342,5.002753,1444,3662.96,2876.84,4981.51,8666.77,9048.67,44837,5269,Primer Orden,8
25295,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.873583,4.991834,-73.864342,5.002753,1205.11,3238.1,2602.64,4445.75,7243.33,7554.73,665000,5270,Vía Municipal,0
55CN02-2-1,300,36,30,40,20,0,Colectora Departamental,-73.751969,4.988869,-73.743587,5.002754,1645.07,4916.65,3651.93,6608.1,12347.29,12981.19,776,5271,Colectora Departamental,0
55CN02-2,300,36,30,40,20,0,Colectora Departamental,-73.743587,5.002754,-73.743575,5.002742,1.59,4.42,3.38,5.76,10.29,10.78,776,5272,Colectora Departamental,0
55CN09-1,250,50,100,50,50,25,Colectora Departamental,-73.925823,4.995097,-73.89187,5.003157,3444.99,9602.82,7314.87,12492.16,21918.48,22885.95,1300,5273,Colectora Departamental,0
55CN09-1,250,50,100,50,50,25,Colectora Departamental,-73.877023,4.993246,-73.89187,5.003157,1684.2,4694.66,3576.12,6107.21,10715.58,11188.56,1300,5274,Colectora Departamental,0
50CN45-3,15,4,6,2,0,0,Colectora Departamental,-73.547235,5.003352,-73.545991,4.999279,422.05,1171.55,895.75,1526.83,2728.59,2859.73,55,5275,Colectora Departamental,0
6512,1985,783,912,321,656,396,Primer Orden,-72.884291,4.869619,-72.689111,5.003545,35528.34,90724.15,72537.02,124208.2,205133.86,214086.44,14006,5276,Primer Orden,1152
50CN19,150,50,25,10,0,0,Troncal Departamental,-74.169613,4.932701,-74.130544,5.00359,7745.59,19778.91,15813.91,27078.82,44721.55,46673.32,440,5277,Troncal Departamental,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.003849,4.994176,-76.002509,5.003598,795.88,2138.52,1718.84,2936.08,4783.66,4989.32,665000,5278,Vía Municipal,0
50CN45-2,15,3,3,0,0,0,Colectora Departamental,-73.547826,5.003623,-73.559301,4.988889,1794.85,5003.1,3811.08,6508.46,11419.61,11923.67,35,5279,Colectora Departamental,0
56CN01,207,90,36,3,0,0,Troncal Departamental,-73.547235,5.003352,-73.547826,5.003623,60.06,152.36,119.66,207.2,360.48,376.37,642,5280,Troncal Departamental,0
56CN01,207,90,36,3,0,0,Troncal Departamental,-73.547826,5.003623,-73.614981,4.836952,23282.53,59453.59,47535.16,81396.45,134428.87,140295.69,642,5281,Troncal Departamental,0
6101,545,72,88,8,0,0,Departamental,-73.476318,4.99722,-73.486259,4.973571,8590.16,21705.79,17130.95,29571.87,52429.6,54947.4,1093,5282,Departamental,0
514,3,0,0,0,0,0,Departamental,-76.007053,5.004363,-76.026646,4.999272,4399.18,13147.93,9765.85,17671.14,33018.66,34713.83,3,5283,Departamental,0
17088,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.808713,4.999312,-75.804963,5.004815,633.43,1846.21,1435.52,2417.84,4002.71,4176.51,665000,5284,Vía Municipal,0
50RS01-2,825,10,62,14,0,0,Departamental,-75.984487,5.002294,-76.000821,5.00362,2925.94,8744.81,6495.36,11753.25,21961.03,23088.5,1102,5285,Departamental,0
50CN48,23,8,10,3,0,0,Colectora Departamental,-74.439823,4.979987,-74.424989,5.005398,3967.48,11059.27,8424.31,14386.83,25242.83,26357.04,93,5286,Colectora Departamental,0
85410-22,200,50,100,50,50,25,Departamental,-72.689111,5.003545,-72.742525,5.004216,5551.01,15473.31,11786.68,20129,35317.91,36876.83,1250,5287,Departamental,0
514,3,0,0,0,0,0,Departamental,-76.026646,4.999272,-76.034439,5.001791,1452.1,4339.92,3223.55,5832.96,10898.94,11458.48,3,5288,Departamental,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.002509,5.003598,-76.007053,5.004363,722.42,1941.13,1560.19,2665.07,4342.13,4528.8,665000,5289,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.002509,5.003598,-76.001591,5.006312,245.06,658.48,529.26,904.06,1472.96,1536.29,665000,5290,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.000821,5.00362,-76.001591,5.006312,248.32,667.23,536.29,916.08,1492.54,1556.7,665000,5291,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.001591,5.006312,-76.001576,5.006336,2.34,6.3,5.06,8.64,14.08,14.69,665000,5292,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.001591,5.006312,-76.001576,5.006336,2.3,6.18,4.97,8.49,13.83,14.42,665000,5293,Vía Municipal,0
D1502202,162,21,57,12,3,2,Departamental,-73.38515,4.970219,-73.378866,5.006679,5277.9,14650.9,11201.87,19093.88,34122.48,35762.51,480,5294,Departamental,0
56CN16-7,7,2,5,0,0,0,Colectora Departamental,-74.282679,4.999409,-74.241506,5.002981,6357.74,17648.42,13493.74,23000.42,41103.83,43079.4,29,5295,Colectora Departamental,0
56CN01-2,13,5,12,0,0,0,Colectora Departamental,-73.540525,5.00725,-73.515672,4.993611,3731.64,10401.86,7923.54,13531.62,23742.3,24790.27,67,5296,Colectora Departamental,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.470584,5.007497,-73.476318,4.99722,1482.76,3984.15,3202.27,5470.03,8912.16,9295.31,665000,5297,Vía Municipal,0
55CN02,550,100,200,100,50,50,Troncal Departamental,-73.805817,5.007883,-73.815319,4.974158,3382.77,9429.4,7182.78,12266.57,21522.66,22472.66,2400,5298,Troncal Departamental,0
55CN02-3,300,36,30,40,20,0,Colectora Departamental,-73.805817,5.007883,-73.751969,4.988869,6150.43,17072.96,13053.75,22250.44,39763.54,41674.69,776,5299,Colectora Departamental,0
