CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
2516,6943,2116,2192,258,207,1359,Primer Orden,-74.76902,10.828289,-74.769489,10.829376,100.16,264.22,212.08,362.73,592.74,618.3,29787,10826,Primer Orden,526
25AT10,113,17,81,12,3,3,Departamental,-74.85408,10.785546,-74.798071,10.830135,6934.55,18292.37,14682.41,25112.77,41036.55,42805.86,494,10827,Departamental,0
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.76902,10.828289,-74.798071,10.830135,2531.68,6678.22,5360.28,9168.22,14981.71,15627.65,29475,10828,Primer Orden,524
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.769489,10.829376,-74.771193,10.833622,380.16,1021.48,821.02,1402.44,2284.96,2383.19,665000,10829,Vía Municipal,0
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.777707,10.833893,-74.771193,10.833622,535.91,1439.98,1157.39,1977.02,3221.1,3359.58,665000,10830,Vía Municipal,0
25AT10,113,17,81,12,3,3,Departamental,-74.779193,10.833985,-74.777707,10.833893,124.82,329.27,264.29,452.04,738.68,770.52,494,10831,Departamental,0
 ,156,12,5,6,1,1,Primer Orden,-75.045254,10.834215,-74.915277,10.80664,15798.59,40075.96,31475.18,54502.08,94822.03,99000.42,247,10832,Primer Orden,827
25AT10,113,17,81,12,3,3,Departamental,-74.798071,10.830135,-74.779193,10.833985,1737.2,4582.5,3678.15,6291.11,10280.24,10723.47,494,10833,Departamental,0
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.798071,10.830135,-74.812213,10.837958,1359.48,3586.12,2878.4,4923.22,8044.99,8391.85,29475,10834,Primer Orden,524
45MG05,130,38,121,86,124,76,Departamental,-74.169122,10.839262,-74.157799,10.759403,7216.78,22411.47,16688.79,27852.24,46824.47,48896.47,1970,10835,Departamental,0
9006,3085,1546,320,84,28,102,Primer Orden,-74.915084,10.80999,-74.895365,10.850544,3873.6,10218.02,8201.52,14027.86,22922.81,23911.13,10442,10836,Primer Orden,865
45MG07,81,108,60,3,0,0,Departamental,-74.169122,10.839262,-74.138422,10.852601,3247.77,9334.1,7242.54,12224.62,20298.59,21181.99,651,10837,Departamental,0
4518,1732,644,3149,838,808,2456,Primer Orden,-74.103447,10.785222,-74.138422,10.852601,6424.22,17261.72,13874.16,23699.44,38612.81,40272.86,33105,10838,Primer Orden,563
85835,158,8,33,1,1,1,Departamental,-73.065223,10.816646,-73.117147,10.856571,8090.84,23253.07,18042.57,30453.92,50567.75,52768.46,299,10839,Departamental,0
85855,158,8,33,1,1,1,Departamental,-73.117147,10.856571,-73.151048,10.852265,3626.88,10423.66,8087.94,13651.58,22668,23654.52,299,10840,Departamental,0
25AT03,850,530,226,27,45,89,Departamental,-74.80043,10.861158,-74.784984,10.860888,1271.42,3416.27,2745.84,4690.37,7641.88,7970.42,4161,10841,Departamental,0
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.812213,10.837958,-74.826587,10.862938,2585.84,6821.08,5474.96,9364.35,15302.21,15961.97,29475,10842,Primer Orden,524
25AT03,850,530,226,27,45,89,Departamental,-74.826587,10.862938,-74.80043,10.861158,2160.78,5805.95,4666.55,7971.27,12987.36,13545.71,4161,10843,Departamental,0
25AT03,850,530,226,27,45,89,Departamental,-74.83408,10.863477,-74.826587,10.862938,618.5,1661.9,1335.76,2281.7,3717.51,3877.34,4161,10844,Departamental,0
90AT03,850,530,226,27,45,89,Departamental,-74.895365,10.850544,-74.83408,10.863477,5440.64,14618.87,11749.96,20070.94,32701,34106.88,4161,10845,Departamental,0
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.784984,10.860888,-74.772131,10.865191,1120.44,3010.6,2419.78,4133.39,6734.42,7023.95,665000,10846,Vía Municipal,0
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.771193,10.833622,-74.772131,10.865191,2692.62,7234.99,5815.15,9933.26,16183.98,16879.76,665000,10847,Vía Municipal,0
85835,158,8,33,1,1,1,Departamental,-73.117147,10.856571,-73.099482,10.871761,2228.45,6404.57,4969.45,8387.89,13927.82,14533.96,299,10848,Departamental,0
25AT03-1,1251,785,335,85,175,90,Departamental,-74.80043,10.861158,-74.802209,10.874553,1126.34,3026.45,2432.52,4155.16,6769.87,7060.92,6669,10849,Departamental,0
45MG05,130,38,121,86,124,76,Departamental,-74.171239,10.875715,-74.169122,10.839262,3353.96,10415.61,7756.02,12944.17,21761.41,22724.36,1970,10850,Departamental,0
4518,2234,1022,2025,443,475,2263,Primer Orden,-74.138422,10.852601,-74.15034,10.875753,2172.01,5836.13,4690.8,8012.7,13054.85,13616.11,27348,10851,Primer Orden,560
45MG21,215,33,147,164,147,96,Departamental,-74.15034,10.875753,-74.171239,10.875715,1839.88,5362.57,4169.64,7022.94,11626.38,12131.22,2643,10852,Departamental,0
4902,5331,139,374,56,23,64,Primer Orden,-72.992802,10.782316,-72.898798,10.877973,11878.07,30331.49,24251.05,41526.1,68581.69,71574.78,7599,10853,Primer Orden,606
86103,158,8,33,1,1,1,Departamental,-72.898798,10.877973,-72.90308,10.808072,7740.74,22246.89,17261.85,29136.15,48379.63,50485.11,299,10854,Departamental,0
8832,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.972701,10.87197,-74.977969,10.87864,711.45,1911.64,1536.49,2624.58,4276.16,4460,665000,10855,Vía Municipal,0
8832,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.977969,10.87864,-74.983008,10.879467,469.04,1260.3,1012.97,1730.33,2819.17,2940.37,665000,10856,Vía Municipal,0
90A01,3891,223,463,44,15,20,Primer Orden,-75.211507,10.77197,-75.071602,10.880421,16412.06,41909.36,33507.95,57377.07,94760.08,98895.66,6412,10857,Primer Orden,1122
 ,204,28,17,1,0,1,Segundo Orden,-75.071602,10.880421,-75.045254,10.834215,5099.78,12936.51,10160.18,17593.26,30608.54,31957.32,362,10858,Segundo Orden,864
4518,2234,1022,2025,443,475,2263,Primer Orden,-74.15034,10.875753,-74.152782,10.881398,510.69,1372.21,1102.91,1883.97,3069.49,3201.46,27348,10859,Primer Orden,560
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.802209,10.874553,-74.803774,10.885159,890.12,2391.73,1922.36,3283.72,5350.07,5580.08,665000,10860,Vía Municipal,0
8758,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.803774,10.885159,-74.803816,10.885515,29.75,79.94,64.25,109.75,178.82,186.5,665000,10861,Vía Municipal,0
9006,3085,1546,320,84,28,102,Primer Orden,-74.888785,10.887185,-74.895365,10.850544,3238.26,8542.08,6856.32,11727.04,19163.05,19989.28,10442,10862,Primer Orden,865
8433,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.772131,10.865191,-74.769679,10.889783,2071.15,5565.14,4472.99,7640.64,12448.67,12983.87,665000,10863,Vía Municipal,0
44279,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.865488,10.891248,-72.851122,10.888809,1228.95,3302.15,2654.11,4533.68,7386.59,7704.15,665000,10864,Vía Municipal,0
4902,5331,139,374,56,23,64,Primer Orden,-72.898798,10.877973,-72.887574,10.891418,1566.3,3999.66,3197.86,5475.83,9043.52,9438.2,7599,10865,Primer Orden,606
90A01,4264,391,488,152,80,151,Primer Orden,-75.071602,10.880421,-75.048285,10.891681,2330.02,5949.88,4757.13,8145.83,13453.11,14040.23,8860,10866,Primer Orden,1072
44279,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.851122,10.888809,-72.851774,10.89403,440.14,1182.64,950.55,1623.7,2645.44,2759.17,665000,10867,Vía Municipal,0
90A01,4264,391,488,152,80,151,Primer Orden,-75.048285,10.891681,-75.040515,10.894143,729.5,1862.82,1489.39,2550.34,4211.97,4395.79,8860,10868,Primer Orden,1072
90AAT03,25,32,114,99,18,9,Departamental,-74.983008,10.879467,-75.040515,10.894143,5840.69,15406.93,12366.41,21151.49,34563.45,36053.67,1010,10869,Departamental,0
90AAT03-1,25,32,114,99,18,9,Departamental,-75.048285,10.891681,-75.048832,10.895226,358.08,944.57,758.16,1296.76,2119.02,2210.38,1010,10870,Departamental,0
8801,8023,221,460,81,20,53,Primer Orden,-72.880379,10.895345,-72.865488,10.891248,1319.81,3481.46,2794.4,4779.54,7810.21,8146.95,10866,10871,Primer Orden,607
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.888785,10.887185,-74.883485,10.896685,920.46,2473.26,1987.89,3395.66,5532.45,5770.3,665000,10872,Vía Municipal,0
44098,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.887574,10.891418,-72.886584,10.89688,487.08,1308.76,1051.92,1796.86,2927.58,3053.44,665000,10873,Vía Municipal,0
44098,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.886584,10.89688,-72.880379,10.895345,527.57,1417.56,1139.37,1946.24,3170.95,3307.28,665000,10874,Vía Municipal,0
90AT11,36,3,69,25,16,17,Departamental,-74.972701,10.87197,-74.895273,10.897782,10509.64,26659.6,20938.13,36256.24,63078.15,65857.72,519,10875,Departamental,0
44279,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.851122,10.888809,-72.826075,10.898254,2280.41,6127.41,4924.93,8412.62,13706.44,14295.7,665000,10876,Vía Municipal,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.895273,10.897782,-74.883485,10.896685,990,2660.11,2138.07,3652.2,5950.42,6206.24,665000,10877,Vía Municipal,0
45MG05,130,38,121,86,124,76,Departamental,-74.16726,10.903484,-74.171239,10.875715,2714.96,8431.24,6278.35,10478.06,17615.45,18394.94,1970,10878,Departamental,0
44098,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.886584,10.89688,-72.891856,10.905835,1073.04,2883.24,2317.41,3958.54,6449.54,6726.82,665000,10879,Vía Municipal,0
49GJ-02,158,8,33,1,1,1,Departamental,-72.851774,10.89403,-72.855629,10.907662,1320.72,3795.76,2945.22,4971.21,8254.53,8613.76,299,10880,Departamental,0
45MG08,23,0,5,0,0,0,Departamental,-74.152782,10.881398,-74.031892,10.861708,25109.01,76283.56,56674.62,94888.14,161510.7,168732.53,38,10881,Departamental,0
90A01,4264,391,488,152,80,151,Primer Orden,-75.040515,10.894143,-75.028532,10.911053,1881.77,4805.23,3841.94,6578.72,10864.96,11339.14,8860,10882,Primer Orden,1072
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.826587,10.862938,-74.874344,10.916458,6489.72,17118.96,13740.57,23501.85,38404.16,40059.98,29475,10883,Primer Orden,524
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.883485,10.896685,-74.87586,10.917914,1929.07,5183.38,4166.15,7116.5,11594.71,12093.19,665000,10884,Vía Municipal,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.874344,10.916458,-74.87586,10.917914,174.84,469.79,377.59,644.99,1050.86,1096.04,665000,10885,Vía Municipal,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.87586,10.917914,-74.875628,10.918931,86.57,232.62,186.97,319.38,520.35,542.73,665000,10886,Vía Municipal,0
8801,7543,376,514,30,16,46,Primer Orden,-72.826075,10.898254,-72.80077,10.919015,2895.3,7637.4,6130.17,10485.04,17133.51,17872.23,10831,10887,Primer Orden,608
90AAT04,50,11,12,0,0,0,Departamental,-75.028532,10.911053,-75.034866,10.921233,1377.71,3959.55,3072.3,5185.72,8610.72,8985.45,125,10888,Departamental,0
8758,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.803816,10.885515,-74.799078,10.921324,3089.88,8302.43,6673.1,11398.8,18571.74,19370.17,665000,10889,Vía Municipal,0
86355,158,8,33,1,1,1,Departamental,-72.776589,10.923434,-72.776589,10.923434,0.07,0.19,0.15,0.25,0.41,0.43,299,10890,Departamental,0
86355,158,8,33,1,1,1,Departamental,-72.776589,10.923434,-72.739506,10.8725,6504.61,18694.24,14505.27,24483.33,40653.78,42423.04,299,10891,Departamental,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.87586,10.917914,-74.889795,10.925801,1381.28,3711.46,2983.09,5095.64,8302.17,8659.1,665000,10892,Vía Municipal,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.875628,10.918931,-74.881205,10.926134,913.65,2454.95,1973.17,3370.52,5491.49,5727.58,665000,10893,Vía Municipal,0
86195,158,8,33,1,1,1,Departamental,-72.891856,10.905835,-72.934929,10.928446,4390.18,12795.77,9949.29,16757.64,27742.01,28946.64,299,10894,Departamental,0
86195,158,8,33,1,1,1,Departamental,-72.934929,10.928446,-73.000475,10.905675,6822.88,19886.19,15462.42,26043.42,43114.49,44986.62,299,10895,Departamental,0
86355,158,8,33,1,1,1,Departamental,-72.80077,10.919015,-72.776589,10.923434,2709.42,7786.89,6042.02,10198.27,16933.9,17670.87,299,10896,Departamental,0
49GJ-02,158,8,33,1,1,1,Departamental,-72.855629,10.907662,-72.865928,10.930301,2307.34,6631.3,5145.37,8684.83,14420.88,15048.48,299,10897,Departamental,0
8758,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.769679,10.889783,-74.780301,10.934194,3864.74,10384.45,8346.53,14257.3,23229.01,24227.67,665000,10898,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.78061,10.934689,-74.780301,10.934194,48.84,131.23,105.47,180.17,293.54,306.16,665000,10899,Vía Municipal,0
8296,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.875628,10.918931,-74.853479,10.938538,2521.28,6774.62,5445.12,9301.2,15154.18,15805.68,665000,10900,Vía Municipal,0
8801,7543,376,514,30,16,46,Primer Orden,-72.80077,10.919015,-72.804112,10.941303,2116.32,5582.54,4480.84,7664.02,12523.71,13063.68,10831,10901,Primer Orden,608
90AAT05,111,14,18,2,0,0,Departamental,-75.019984,10.941323,-75.025981,10.936999,718.53,2065.07,1602.33,2704.56,4490.84,4686.28,222,10902,Departamental,0
90A01,4264,391,488,152,80,151,Primer Orden,-75.028532,10.911053,-75.019984,10.941323,3066.03,7829.32,6259.81,10718.94,17702.67,18475.26,8860,10903,Primer Orden,1072
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.804112,10.941303,-72.798953,10.950093,854.13,2295.03,1844.64,3150.95,5133.76,5354.47,665000,10904,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.78061,10.934689,-74.755936,10.950715,2848.2,7653.04,6151.16,10507.23,17119.12,17855.11,665000,10905,Vía Municipal,0
 ,1004,249,393,11,2,2,Primer Orden,-74.977969,10.87864,-74.897416,10.955505,11340.87,28959.71,23154.27,39648.03,65480,68337.72,3119,10906,Primer Orden,825
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.889795,10.925801,-74.897416,10.955505,2911.45,7680.01,6164.37,10543.54,17229.1,17971.94,29475,10907,Primer Orden,524
9007,3804,1052,3181,773,714,2012,Primer Orden,-74.755936,10.950715,-74.745639,10.956617,1072.14,2828.14,2270.02,3882.63,6344.57,6618.12,33751,10908,Primer Orden,730
2702,4056,1250,0,0,0,0,Segundo Orden,-74.724234,10.784261,-74.745639,10.956617,16751.85,45011.8,36178.37,61798.85,100687.08,105015.81,8431,10909,Segundo Orden,1257
 ,1004,249,393,11,2,2,Primer Orden,-74.897416,10.955505,-74.894946,10.956624,242.68,615.59,483.48,837.18,1456.52,1520.7,3119,10910,Primer Orden,825
90AT12,15,0,24,7,1,0,Departamental,-74.881205,10.926134,-74.894946,10.956624,4502.91,12568.08,9711.31,16417.77,27522.62,28724.56,120,10911,Departamental,0
90A01,4264,391,488,152,80,151,Primer Orden,-75.019984,10.941323,-75.002228,10.958001,2594.22,6624.54,5296.54,9069.49,14978.56,15632.26,8860,10912,Primer Orden,1072
90AAT06,135,14,25,8,0,0,Departamental,-75.002228,10.958001,-75.022714,10.95477,1914.04,5500.95,4268.31,7204.45,11962.76,12483.38,291,10913,Departamental,0
25AT04,8084,2321,1978,587,341,656,Primer Orden,-74.897416,10.955505,-74.899806,10.961073,513.04,1353.33,1086.25,1857.93,3036.02,3166.92,29475,10914,Primer Orden,524
90AT12,15,0,24,7,1,0,Departamental,-74.894946,10.956624,-74.899806,10.961073,732.59,2044.73,1579.96,2671.05,4477.72,4673.27,120,10915,Departamental,0
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.798953,10.950093,-72.787818,10.962756,1396.31,3751.86,3015.57,5151.11,8392.55,8753.36,665000,10916,Vía Municipal,0
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.798953,10.950093,-72.787818,10.962756,1619.11,4350.51,3496.74,5973.03,9731.68,10150.07,665000,10917,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.853479,10.938538,-74.791826,10.96448,5682.8,15269.55,12272.94,20964.29,34156.5,35624.96,665000,10918,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.799078,10.921324,-74.791826,10.96448,3779.82,10156.29,8163.15,13944.06,22718.65,23695.37,665000,10919,Vía Municipal,0
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.787818,10.962756,-72.787651,10.965027,189.22,508.43,408.65,698.04,1137.3,1186.19,665000,10920,Vía Municipal,0
90A01,4264,391,488,152,80,151,Primer Orden,-75.002228,10.958001,-74.993946,10.967528,1132.59,2892.14,2312.37,3959.56,6539.34,6824.74,8860,10921,Primer Orden,1072
90A01,4264,391,488,152,80,151,Primer Orden,-74.954598,10.967428,-74.980387,10.967538,2258.92,5768.32,4611.97,7897.27,13042.59,13611.81,8860,10922,Primer Orden,1072
90A01,4264,391,488,152,80,151,Primer Orden,-74.980387,10.967538,-74.993946,10.967528,1196.2,3054.58,2442.24,4181.95,6906.63,7208.05,8860,10923,Primer Orden,1072
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.787651,10.965027,-72.802395,10.971202,1314.72,3532.63,2839.36,4850.11,7902.15,8241.88,665000,10924,Vía Municipal,0
44078,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.787651,10.965027,-72.78668,10.980367,1276.21,3429.16,2756.2,4708.05,7670.69,8000.47,665000,10925,Vía Municipal,0
90AAT07,115,50,21,7,7,15,Departamental,-74.980387,10.967538,-74.964674,10.981027,2005.81,5291.05,4246.87,7263.84,11869.78,12381.55,491,10926,Departamental,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.954598,10.967428,-74.943299,10.984235,1836.72,4935.22,3966.7,6775.8,11039.61,11514.23,665000,10927,Vía Municipal,0
90AT12,15,0,24,7,1,0,Departamental,-74.899806,10.961073,-74.943299,10.984235,4912.43,13711.1,10594.51,17910.89,30025.69,31336.94,120,10928,Departamental,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.776474,10.985673,-74.78061,10.934689,4531.45,12175.89,9786.41,16716.86,27236.3,28407.24,665000,10929,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.791826,10.96448,-74.78477,10.987442,1993.51,5356.52,4305.32,7354.23,11982.03,12497.16,665000,10930,Vía Municipal,0
8001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.78477,10.987442,-74.776474,10.985673,699.86,1880.49,1511.45,2581.82,4206.48,4387.33,665000,10931,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.943299,10.984235,-74.944209,10.990584,533.65,1433.89,1152.5,1968.66,3207.48,3345.38,665000,10932,Vía Municipal,0
4518,2234,1022,2025,443,475,2263,Primer Orden,-74.152782,10.881398,-74.205013,10.992353,10655.05,28629.86,23011.34,39307.3,64042.25,66795.55,27348,10933,Primer Orden,560
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.964674,10.981027,-74.944689,10.993115,2362.73,6348.6,5102.71,8716.3,14201.21,14811.75,665000,10934,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.944209,10.990584,-74.944689,10.993115,214.33,575.9,462.88,790.68,1288.23,1343.61,665000,10935,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.944689,10.993115,-74.943803,10.994999,173.88,467.21,375.52,641.45,1045.09,1090.02,665000,10936,Vía Municipal,0
47570,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.288889,10.989508,-74.274734,10.996976,1331.47,3577.62,2875.52,4911.88,8002.79,8346.84,665000,10937,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.943803,10.994999,-74.92751,11.00054,1462.51,3929.73,3158.53,5395.31,8790.43,9168.35,665000,10938,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.92751,11.00054,-74.925792,11.001513,162.52,436.68,350.98,599.54,976.82,1018.81,665000,10939,Vía Municipal,0
9007,3976,1068,2011,382,430,1245,Primer Orden,-74.274734,10.996976,-74.26535,11.003162,951.19,2509.11,2013.94,3444.64,5628.86,5871.55,23650,10940,Primer Orden,565
45MG02,2234,1022,2025,443,475,2263,Primer Orden,-74.205013,10.992353,-74.218017,11.004054,1460.81,3925.17,3154.87,5389.05,8780.23,9157.71,27348,10941,Primer Orden,560
47189,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.26535,11.003162,-74.218017,11.004054,4010.67,10776.58,8661.7,14795.67,24106.16,25142.54,665000,10942,Vía Municipal,0
8573,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.925792,11.001513,-74.9114,11.009814,1368.87,3678.12,2956.3,5049.87,8227.6,8581.33,665000,10943,Vía Municipal,0
9007,8073,1938,1489,355,356,1199,Primer Orden,-74.218017,11.004054,-74.21558,11.010556,597.65,1576.52,1265.4,2164.34,3536.73,3689.21,28518,10944,Primer Orden,558
4518,2234,1022,2025,443,475,2263,Primer Orden,-74.205013,10.992353,-74.21558,11.010556,1744.02,4686.15,3766.51,6433.84,10482.46,10933.13,27348,10945,Primer Orden,560
